일자,브랜드,유형,제목,언론사,링크,요약
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, 3대 생활영역 혜택 담은 '트라이플러스 삼성카드' 출시",insightkorea.co.kr,https://www.insightkorea.co.kr/news/articleView.html?idxno=248537,"우선 F&B 영역에서는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 등 오프라인 매장과 해피오더 온라인 주문 이용 시 20% 할인을 받을 수 있다. 건강 관련 혜택으로는 프로바이오틱스 기업 hy의..."
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, 생활영역 특화 '트라이플러스 삼성카드' 출시",popcornnews.net,http://www.popcornnews.net/news/articleView.html?idxno=124390,"F&B 영역에서는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 오프라인 매장 이용 시 20% 할인이 적용된다. 해피오더 온라인 음식 주문도 할인 대상에 포함된다. 건강 영역에서는 hy 정기결제와..."
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, '트라이플러스 삼성카드' 출시",etnews.com,https://www.etnews.com/20260622000063,"먼저 F&B 영역에서는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 오프라인 매장 이용과 해피오더 온라인 음식 주문 시 20% 할인 혜택을 받을 수 있다. 건강 영역에서는 프로바이오틱스 대표 기업인..."
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, 생활밀착형 혜택 강화..'트라이플러스 카드' 출시",kpenews.com,https://kpenews.com/View.aspx?No=4120334,"FB 영역에서는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 오프라인 매장과 해피오더 온라인 음식 주문 이용금액의 20%를 할인해준다. 건강 영역에서는 hy 정기결제와 hy프레딧몰 이용금액의 20..."
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, 소비 트렌드 맞춤형 트라이플러스 신상품 출시",srtimes.kr,http://www.srtimes.kr/news/articleView.html?idxno=205755,"우선 F&B 부문에서는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 등 오프라인 매장 결제는 물론 온라인 해피오더 앱을 통한 주문 시에도 20% 결제일 할인 혜택이 주어진다. 건강 부문에서는 유통..."
2026-06-22,파스쿠찌,신제품 출시,"삼성카드, '트라이플러스 삼성카드' 출시…F&B·건강·뷰티 할인·포인트",view.asiae.co.kr,https://view.asiae.co.kr/article/2026062209174434202,"먼저 F&B 영역에선 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌, 쉐이크쉑, 파리크라상 오프라인 매장 이용과 해피오더 온라인 음식 주문 시 20% 할인 혜택을 받을 수 있다. 건강 영역에선 프로바이오틱스 대표 기업인 hy의..."
2026-06-22,스타벅스,기타 이슈,[현장in] 스타벅스 전국 매장 '조기 영업 종료'… 전 직원 역사교육 앞둔...,newscj.com,https://www.newscj.com/news/articleView.html?idxno=3411239,"한 스타벅스 매장. 직원이 직접 테이블을 돌며 고객들에게 다가가 영업 종료를 안내했다. 노트북을 켜고 과제를 하던 대학생, 지인과 대화를 나누던 주민, 점심 이후 잠시 여유를 갖던 직장인 등 이날 스타벅스를 찾은..."
2026-06-22,스타벅스,혜택/프로모션/이벤트,'엄마 커피 쿠폰' 챙겨줬다 기소된 의사 무죄,gnmaeil.com,http://www.gnmaeil.com/news/articleView.html?idxno=589152,스타벅스 커피 쿠폰이 들어 있는 주사제 포장지를 어머니에게 전달했다가 절도 혐의로 법정에 선 20대 의사가... 해당 포장지 안에는 스타벅스 커피 쿠폰을 받을 수 있는 정품 인증 이벤트가 포함돼 있었다. 조사 결과 A씨의...
2026-06-22,스타벅스,기타 이슈,"스타벅스, 문 닫고 직원 역사인식 교육...'탱크데이' 극복할까",ytn.co.kr,https://www.ytn.co.kr/_ln/0102_202606222230005778,스타벅스코리아가 창사 이후 처음으로 전국 모든 매장의 문을 일찍 닫고 전 직원 교육에 나섰습니다. 지난달... [기자] 평소 손님들로 붐비는 스타벅스 광화문점. 오후 3시가 되자 매장 문이 닫히고 손님들의 발길도...
2026-06-22,스타벅스,혜택/프로모션/이벤트,[포토] 스타벅스 '역사 교육 위해 일찍 문 닫습니다',wolyo.co.kr,https://www.wolyo.co.kr/news/articleView.html?idxno=313928,22일 오후 서울 시내 한 스타벅스 매장이 닫혀 있다. 스타벅스는 이날 오후 3시부터 6시까지 전 지점 문을 닫고 매장 직원들 대상으로 역사 교육을 진행했다. 이는 최근 불거진 '5·18 탱크데이 프로모션' 논란 이후 마련된...
2026-06-22,스타벅스,기타 이슈,"""커피 알바도 못했다” 임성민, 프리 후 고충…프로그램 하차는 왜?",osen.co.kr,http://www.osen.co.kr/article/G1112826786,"스타벅스에서 아르바이트를 하고 싶어도 할 수가 없었다”고 털어놨다. 이어 “혼자서 일을 하려니 너무 바빴다. 그래서 좋은 매니지먼트사에 들어갔는데, 그 회사도 아나운서 출신을 맡아본 적이 없어서 사실상..."
2026-06-22,스타벅스,기타 이슈,전국 스타벅스 3시에 영업 종료…“탱크데이 재발 방지 교육”,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8592154&ref=A,
2026-06-22,스타벅스,기타 이슈,"스타벅스 역사교육, “신뢰 회복 쉽지 않아”",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8592151&ref=A,[앵커] 이른바 '탱크데이' 행사로 물의를 빚은 스타벅스코리아가 전국 매장 직원을 대상으로 역사 교육을... [리포트] 점심 시간대 한 스타벅스 매장입니다. 매장 안 좌석은 대부분 비어 있고 들어가는 사람이 없습니다. 같은...
2026-06-22,스타벅스,기타 이슈,스타벅스 초유의 전국 조기폐점…'탱크데이' 논란 일단락 수순,news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/06/22/2026062290337.html,"오늘 오후 3시부터 전국의 스타벅스 매장 2000여 곳이 문을 닫았습니다. 그 시간에 5·18 폄훼 논란이 불거진... 웨인 포이 / 영국 관광객 ""20분 뒤 문 닫는다고 했고 오후 3시에 손님들이 다 쫒겨났어요."" 전국 스타벅스 매장이..."
2026-06-22,스타벅스,기타 이슈,"역사를 잊은 기업에 ‘빛’은 없다…스타벅스, 27년 만에 영업 접고 직...",khan.co.kr,https://www.khan.co.kr/article/202606222145005,탱크데이’ 마케팅으로 논란을 일으켰던 스타벅스코리아가 직원들에게 역사 인식 교육을 하기 위해 22일 오후 3시를 기해 전국 모든 매장의 영업을 조기 종료했다. 전국 스타벅스의 조기 영업 종료는 1999년 국내 진출...
2026-06-22,스타벅스,기타 이슈,전국 스타벅스 3시에 영업 종료…“탱크데이 재발 방지 교육”,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8592148&ref=A,"오늘(22일) 낮 3시, 전국 스타벅스가 일제히 문을 닫았습니다. 이른바 탱크데이 행사로 물의를 빚은 것에 대한 후속 조치로, 모든 직원이 역사 교육을 받았습니다. 최지현 기자가 취재했습니다. [리포트] 오후 3시, 스타벅스..."
2026-06-22,스타벅스,기타 이슈,"'탱크데이' 재발 방지…스벅, 22일 영업 조기 종료",idaegu.co.kr,https://www.idaegu.co.kr/news/articleView.html?idxno=551756,지난달 '탱크데이' 마케팅으로 물의를 빚은 스타벅스코리아가 현장 파트너들 대상으로 역사 인식 교육을 실시하기 위해 22일 오후 3시를 기해 전국 모든 매장의 영업을 일제히 조기 종료했다. 스타벅스코리아가 영업을...
2026-06-22,스타벅스,기타 이슈,"스타벅스, 영업 조기 종료 '무분별 마케팅에 경종'",ikbc.co.kr,https://www.ikbc.co.kr/article/view/kbc202606220064,"'탱크데이' 마케팅으로 공분을 산 스타벅스가 오늘(22일) 전국 매장의 문을 일찍 닫았습니다. 논란 이후... 【 기자 】 오후 3시를 앞둔 광주의 한 스타벅스 매장. 이용객들이 매장을 나서고, 서둘러 영업을 종료합니다...."
2026-06-22,스타벅스,기타 이슈,이인선 국민의힘 대구시당위원장 대담,tbc.co.kr,https://www.tbc.co.kr/news/view?pno=20260615143307AE01085&id=207600,"""그게 아무래도 이제 정부에서 있는 노란봉투법이다, 대통령 공소 취소다, 뭐 그런 스타벅스 논란, 여러 가지 논란 때문에 아마 국민들께서 여당의 견제를 견제심이 발동을 한 것 같고요. 그래서 아마 최소한의 국민의힘에..."
2026-06-22,스타벅스,기타 이슈,오후 3시 되자 스벅 창문 가렸다…직원 '교육 영상' 보니,news.sbs.co.kr,https://news.sbs.co.kr/news/endPage.do?news_id=N1008622162&plink=ORI&cooper=NAVER,오늘(22일) 전국의 스타벅스가 오후 3시에 문을 닫았습니다. '5·18 탱크데이' 마케팅으로 매출과 이미지에 큰... <기자> 오늘 오후 서울 마포구의 한 스타벅스 매장. 사람들로 붐벼야 할 시간대인데 매장 내부가 한산합니다....
2026-06-22,스타벅스,기타 이슈,믿고 맡긴 AI업체가 해킹…참가자 5000명 아이디어 유출,news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/06/22/2026062290293.html,'탱크데이' 논란으로 온 나라를 들썩였던 스타벅스가 사상 처음으로 전 매장의 문을 닫고 역사 인식을 다잡았습니다. 누구든 역사를 악용하는 일은 없었으면 합니다. 천정부지 모르게 치솟던 이재명 대통령 지지율이...
2026-06-22,스타벅스,기타 이슈,"스타벅스, 22일 조기 영업 종료 후 임직원 역사 교육 실시…""'탱크데이...",bizwnews.com,http://www.bizwnews.com/news/articleView.html?idxno=139195,22일 오후 서울 소재 한 스타벅스 매장의 문이 닫혀있다. 스타벅스 코리아는 이날 오후 3시 전국 모든 매장의 영업을 조기 종료하고 역사 인식 교육과 사회적 감수성 교육에 돌입했다. 사진=손진석 기자 스타벅스 코리아가...
2026-06-22,스타벅스,기타 이슈,"'5·18 조롱 마케팅' 스타벅스, 조기 폐점하고 전 직원 역사 교육",kjmbc.co.kr,https://kjmbc.co.kr/NewsArticle/1524195,"지난달 5·18 민주화운동을 조롱했다는 비판을 받은 '탱크데이' 마케팅 논란과 관련해, 스타벅스 코리아가... 스타벅스는 재발 방지를 위해 마케팅 기획 단계부터 외부 자문과 다중 검증 체계를 도입하는 한편, 근현대..."
2026-06-22,스타벅스,기타 이슈,스타벅스 오후 3시 영업 종료 왜?,cctimes.kr,http://www.cctimes.kr/news/articleView.html?idxno=912783,"한 스타벅스 매장 카운터 앞에 영업시간 변경 안내문이 부착돼 있다./이용주기자 ""오후 3시 영업 종료인데 괜찮으실까요?"" 22일 오후 2시30분에 찾은 충북 청주시 흥덕구의 한 스타벅스 매장. 매장 내에는 일상을 주고받는..."
2026-06-22,스타벅스,기타 이슈,[이시각헤드라인] 6월 22일 뉴스리뷰,yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/MYH20260622203030OLC,"■'탱크데이' 스타벅스, 오후 3시 영업종료 '역사교육'■ '탱크데이' 마케팅 논란에 휩싸였던 스타벅스가 오늘 하루 전국 매장 영업을 오후 3시에 끝냈습니다. 전 직원을 대상으로 역사인식을 교육하기 위해 일찍 문을..."
2026-06-22,스타벅스,기타 이슈,"스타벅스, 영업 조기종료 후 ‘역사교육’",kjdaily.com,http://www.kjdaily.com/article.php?aid=1782127481680841005,스타벅스 코리아가 5·18민주화운동 기념일 당일 ‘탱크데이’ 마케팅을 진행해 논란을 빚은 데 대한... 사진은 ‘역사 의식과 사회적 감수성 교육’을 위한 영업시간 단축 안내문이 게시된 광주 한 스타벅스 매장....
2026-06-22,스타벅스,기타 이슈,대낮에 불꺼진 스타벅스… “구멍 난 시스템에 소비자만 불편”,seoul.co.kr,https://www.seoul.co.kr/news/society/2026/06/23/20260623010006?wlog_tag3=naver,한 스타벅스 매장의 직원들은 22일 오후 2시 50분이 되자 매장 내 고객들에게 영업 종료 10분 전이라고... 서울 종로구의 한 스타벅스 매장에 들렀다 발길을 돌린 이재경(24)씨는 “3시에 닫는 줄 모르고 왔다가 돌아가고...
2026-06-22,스타벅스,기타 이슈,[포토] 전 직원 역사인식교육 위해 조기 폐점한 스타벅스 샛강역점,joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=527442,|중앙이코노미뉴스 윤남웅 기자|조기 영업종료한 스타벅스 여의도 샛강역점. [사진=중앙이코노미뉴스]  조기 영업종료한 스타벅스 여의도 샛강역점.
2026-06-22,스타벅스,기타 이슈,"스타벅스 전 직원, 오후 3시 문 닫고 '역사 교육'",obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1528286,스타벅스 코리아가 이른바 '탱크데이' 행사에 대한 책임을 통감한다며 전 직원 대상으로 역사교육을... 교육은 지난 17일 신세계그룹·이마트·스타벅스 임원을 대상으로 먼저 이뤄진 강의를 압축한 영상 시청·직원들의...
2026-06-22,스타벅스,기타 이슈,"""스타벅스 3시에 닫아요""‥역사인식 교육, 정용진도 받는다",imnews.imbc.com,https://imnews.imbc.com/replay/2026/nwdesk/article/6832024_37004.html,"◀ 앵커 ▶ 스타벅스가 '탱크데이' 논란에 대한 후속 조치로, 오늘 오후 일찌감치 문을 닫고 전 직원... ◀ 리포트 ▶ 오늘 오후 3시, 스타벅스 직원이 매장 출입문에 자물쇠를 걸어 잠급니다. 안을 들여다볼 수 없게..."
2026-06-22,스타벅스,기타 이슈,"[포토] 스타벅스, 전 직원 역사인식 교육",kyeongin.com,https://www.kyeongin.com/article/1765997,
2026-06-22,스타벅스,기타 이슈,"'탱크 데이' 논란 후폭풍…스타벅스, 일찍 문 닫고 정용진 회장 포함 전...",mbn.co.kr,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5201293,"스타벅스, '탱크데이' 여파로 전 직원 교육 시행 오후 3시 영업 조기 종료…1999년 개점 이래 처음 스타벅스 측 ""역사 인식·사회적 감수성 교육"" 정용진도 교육받는다…직원들과 같은 영상 시청 <출연자> 유인경..."
2026-06-22,스타벅스,기타 이슈,"[6·3 토론회] 與는 ""오만 반성"" 野는 ""절윤해야""…전문가 ""여전히 초박...",polinews.co.kr,https://www.polinews.co.kr/news/articleView.html?idxno=734796,"민주당을 향해서는 ""공소취소 논란, 스타벅스 논란, 부동산 이슈 등이 결과적으로 보수층을 결집시키는 효과가 있었다""고 지적했다. 그러면서 ""범진보 진영은 역대 선거에서 한 번도 50%를 넘은 적이 없다""며 ""초박빙..."
2026-06-22,스타벅스,기타 이슈,'보면 안됩니다' 가림막 친 스타벅스,namdonews.com,https://www.namdonews.com/news/articleView.html?idxno=914433,22일 광주 시내 한 스타벅스 매장에서 오후 3시 조기 영업종료를 앞두고 직원이 외부의 시선을 차단하기 위해 출입문에 가림막을 설치하고 있다. 스타벅스코리아는 5·18 민주화운동 46주년 기념일인 지난달 18일 '책상에...
2026-06-22,스타벅스,기타 이슈,"전국 스타벅스, 오후 3시 영업종료…문 닫고 역사 교육",ichannela.com,https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000535841,"전국의 스타벅스 매장이 오늘 오후 3시 일제히 문을 닫고 직원들이 역사 교육을 받았습니다. 탱크데이 마케팅... [기자] 오후 3시가 가까워지자 스타벅스 직원들이 매장을 정리하기 시작합니다. [현장음] ""포장만 되는데..."
2026-06-22,스타벅스,기타 이슈,"스타벅스, 문 닫고 직원 역사인식 교육...'탱크데이' 극복할까",ytn.co.kr,https://www.ytn.co.kr/_ln/0102_202606221954519586,스타벅스코리아가 창사 이후 처음으로 전국 모든 매장의 문을 일찍 닫고 전 직원 교육에 나섰습니다. 지난달... [기자] 평소 손님들로 붐비는 스타벅스 광화문점. 오후 3시가 되자 매장 문이 닫히고 손님들의 발길도...
2026-06-22,스타벅스,기타 이슈,"[서연옥의 비즈토크] 사과는 하루, 신뢰는 행동으로 쌓인다",seoultimes.news,https://www.seoultimes.news/news/article.html?no=2000096908,"정용진 약속 한 달 만에 실행…전국 매장 멈추고 전사 교육 신뢰 행동으로 증명…스타벅스, 역사 인식... 지난달 스타벅스의 ‘탱크데이’ 논란은 기업의 역사 인식과 사회적 감수성에 대한 경각심을 일깨운..."
2026-06-22,스타벅스,기타 이슈,“역사 교육 듣습니다” 스타벅스 단축 운영,kookje.co.kr,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0900&key=20260623.22010006627,22일 부산 수영구의 한 스타벅스 매장에 당일 영업시간을 오후 3시까지로 단축 운영한다는 안내문이 게시돼 있다. 이날 스타벅스코리아는 지난달 18일 ‘탱크데이’ 마케팅 논란 이후 임직원의 역사 인식과 사회적...
2026-06-22,스타벅스,기타 이슈,[포럼] 성찰 없이 정치 올인하는 사회,fnnews.com,http://www.fnnews.com/news/202606221940017479,한편 스타벅스코리아는 5·18 민주화운동을 연상시키는 판촉행사로 뭇매를 맞는 중이다. 5·18은 한국 현대사의 큰 비극이자 여전히 많은 이들에게 집단적 트라우마로 남아 있다. 설마 일부러야 그랬겠느냐는 선의의 해석도...
2026-06-22,스타벅스,기타 이슈,스타벅스 27년 만에 첫 전 매장 조기 종료,kwangju.co.kr,http://www.kwangju.co.kr/article.php?aid=1782124500800422006,스타벅스 코리아가 ‘5·18 탱크데이’ 파문 후속 대응으로 전 직원 역사 인식 교육을 하겠다며 전국 모든 매장 영업을 조기 종료했다. 스타벅스 코리아는 22일 오후 3시 전국 2160여개 매장의 영업을 종료하고 매장별로...
2026-06-22,스타벅스,기타 이슈,오후 3시 일제히 문 닫고 교육 나선 스타벅스 매장…강의 내용 들어보니,mbn.co.kr,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5201281,"'탱크 데이' 마케팅 논란에 휩싸였던 스타벅스가 오늘(22일) 오후 3시, 전국 매장의 문을 일찌감치... 전국 2160여 개 스타벅스 전 매장이 오후 3시 일제히 문을 닫았습니다. 보통 밤 9시를 넘겨 문을 닫는 스타벅스가 이렇게..."
2026-06-22,스타벅스,기타 이슈,"[포토] 오후 3시, 전국 스타벅스 '셧다운'",incheonilbo.com,https://www.incheonilbo.com/news/articleView.html?idxno=1325658,▲ 22일 인천 시내 한 스타벅스 매장에 영업시간 변경 안내문이 게시돼 있다. 스타벅스 코리아는 '탱크데이' 마케팅 논란 이후 전 직원 대상 역사 인식·사회적 감수성 교육을 위해 국내 진출 이후 처음으로...
2026-06-22,스타벅스,기타 이슈,"스타벅스 역사교육, “신뢰 회복 쉽지 않아”",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8591963&ref=A,[앵커] 이른바 '탱크데이' 행사로 물의를 빚은 스타벅스코리아가 전국 매장 직원을 대상으로 역사 교육을... [리포트] 점심 시간대 한 스타벅스 매장입니다. 매장 안 좌석은 대부분 비어 있고 들어가는 사람이 없습니다. 같은...
2026-06-22,스타벅스,기타 이슈,"[이슈] 스타벅스, 전국 2160개 매장 멈췄다...21억원 매출 접고 감수성 ...",seoultimes.news,https://www.seoultimes.news/news/article.html?no=2000096906,기자] 스타벅스코리아가 전국 매장의 영업을 조기 종료하고 전 직원을 대상으로 역사 인식 프로그램을... 스타벅스코리아는 22일 오후 3시 전국 2160여개 매장의 영업을 마친 뒤 매장과 본사 직원 약 2만3000명이 참여하는...
2026-06-22,스타벅스,기타 이슈,"'45억 손실 감수' 스타벅스, 일찍 문 닫고 '역사 인식 교육'",news.jtbc.co.kr,https://news.jtbc.co.kr/article/NB12304475?influxDiv=NAVER,"'탱크데이 사태'를 일으켰던 스타벅스가 우리나라에 진출한 지 27년 만에 처음으로 전국의 매장을 일찍 닫고... [기자] 오후 3시 스타벅스 매장 앞입니다. 평소 같으면 사람들로 북적일 시간대인데, 오늘은 이렇게 일찍 문을..."
2026-06-22,스타벅스,기타 이슈,"스타벅스, 오후 3시 일제히 문 닫다",thereport.co.kr,https://www.thereport.co.kr/news/articleView.html?idxno=88984,"스타벅스코리아가 22일 오후 3시 전국 2160여 개 매장의 영업을 일제히 조기 종료했다. 지난 5월 '탱크데이... 스타벅스코리아는 지난 16일부터 전국 매장에 안내문을 게시하고 ""영업시간 단축으로 이용에 불편을 드려..."
2026-06-22,스타벅스,기타 이슈,역사인식 교육 위해 조기 영업종료하는 스타벅스,ccdn.co.kr,https://www.ccdn.co.kr/news/articleView.html?idxno=1084422,
2026-06-22,스타벅스,기타 이슈,與 지선 평가위 “2030 표심 분석”… 정부 실책까지 평가 땐 갈등 뇌관,kmib.co.kr,https://www.kmib.co.kr/article/view.asp?arcid=1782118005&code=11121100&cp=nv,"김민석 국무총리의 당권 도전설, 김용범 청와대 정책실장의 ‘AI 국민배당금’ 관련 발언, 행정안전부의 스타벅스 불매 등 정부 몫의 지방선거 실책 사유에 대한 분석도 담겨야 한다는 취지다. 정청래 민주당 대표가..."
2026-06-22,스타벅스,기타 이슈,'문 닫은 스타벅스'...5.18 탱크데이 논란 책임 통감 위해 오후 3시 전국...,dynews.co.kr,http://www.dynews.co.kr/news/articleView.html?idxno=855121,［동양일보 홍승태 기자］ ▲ 스타벅스코리아가 국내 개점 이래 최초로 조기 영업 종료를 한 22일 스타벅스 청주주성점의 문이 닫혀 있다. /사진 홍승태 기자 스타벅스코리아가 22일 오후 3시를 기해 1999년 국내 1호점...
2026-06-22,스타벅스,기타 이슈,문 닫은 스타벅스 [사진],sedaily.com,https://www.sedaily.com/article/20058751?ref=naver,22일 서울 시내 한 스타벅스 매장 앞에 오후 3시 영업 종료를 알리는 안내문이 붙어 있다. 신세계그룹은 스타벅스코리아의 ‘탱크데이’ 마케팅 사태와 관련해 이날 전국 스타벅스 매장의 영업시간을 오후 3시까지로...
2026-06-22,스타벅스,기타 이슈,"""국방부 의도 뭐냐"" ""설마 주사파겠나""…'항미원조 교육' 논란 일파만파",sisajournal.com,https://www.sisajournal.com/news/articleView.html?idxno=377332,"김종혁·김준일 대담…'스벅 셧다운' '항미원조' 논란 김종혁 ""스타벅스, 매장 문 닫고 역사교육? 자본주의... 스타벅스코리아가 오늘(22일) 오후 3시부터 전국 모든 매장의 영업을 일제히 조기 종료했죠. 지난달 '텡크데이..."
2026-06-22,스타벅스,기타 이슈,"오후 3시, 불 꺼진 스타벅스…88억 포기하고 역사 강의 들었다",joongang.co.kr,https://www.joongang.co.kr/article/25438853,"22일 오후 3시, 전국 모든 스타벅스 매장의 블라인드가 내려가고 조명이 꺼졌다. 매장 직원들은 커피를... 스타벅스코리아는 이날 오후 3시부터 전국 2160여 매장을 닫고 직원을 대상으로 ‘역사 인식 및 사회적 감수성..."
2026-06-22,스타벅스,기타 이슈,"""3시에 마감합니다"" 문 닫은 스타벅스… 전 직원 역사교육",fnnews.com,http://www.fnnews.com/news/202606221831099807,22일 오후 3시께 서울 송파구 잠실의 한 스타벅스 매장. 평소 같으면 한창 음료 주문이 이어질 시간이지만... ■27년 만에 첫 전국 매장 조기 마감 스타벅스코리아가 이날 오후 3시 전국 2160여개 매장의 영업을 일제히...
2026-06-22,스타벅스,기타 이슈,"""커피 머신 끄고 역사 교육""…오후 3시 문 닫은 스타벅스 무슨 일?",ajunews.com,https://www.ajunews.com/view/20260622180609127,com 22일 서울 시내 한 스타벅스 매장 출입문에 영업시간 변경 안내문이 부착돼 있다. [사진=김현아 기자] 스타벅스코리아가 전국 매장 영업을 일시 중단하고 역사 인식과 사회적 감수성을 주제로 한 특별 교육을 진행했다....
2026-06-22,스타벅스,기타 이슈,스타벅스 왔는데 헛걸음…매장 닫고 전직원 교육,biz.sbs.co.kr,https://biz.sbs.co.kr/article_hub/20000318075?division=NAVER,스타벅스가 오늘(22일) 하루 전국에 있는 매장 영업을 오후 3시에 끝냈습니다. '탱크데이' 마케팅 논란의 후속... [기자] 한낮 영업이 한창이어야 할 스타벅스 매장의 불이 꺼져 있습니다. 더위를 피해 스타벅스를 찾았던...
2026-06-22,스타벅스,기타 이슈,문닫은 스타벅스,mk.co.kr,https://www.mk.co.kr/article/12080250,스타벅스 코리아가 임직원들의 역사의식과 사회적 감수성을 제고하기 위한 전사적 교육을 진행하기 위해 22일 오후 3시를 기해 전국 모든 매장의 영업을 일제히 조기 종료한 가운데 직원들이 매장을 정리하고 있다....
2026-06-22,스타벅스,기타 이슈,문닫은 스타벅스,mk.co.kr,https://www.mk.co.kr/article/12080249,스타벅스 코리아가 임직원들의 역사의식과 사회적 감수성을 제고하기 위한 전사적 교육을 진행하기 위해 22일 오후 3시를 기해 전국 모든 매장의 영업을 일제히 조기 종료한 가운데 프레스센터 지점이 잠겨 있다....
2026-06-22,스타벅스,기타 이슈,"문 닫고 '역사 공부'…스타벅스 ""오늘은 일찍 마감합니다""",yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/MYH20260622181608xhA,스타벅스 코리아가 '탱크데이' 마케팅 논란의 후속 조치로 22일 전국 모든 매장의 영업을 조기 종료하고 전 직원을 대상으로 역사 인식 교육을 실시했습니다. 스타벅스가 1999년 국내 진출 이후 전국 매장이 동시에 일찍...
2026-06-22,스타벅스,기타 이슈,"스타벅스, 영업 종료 후 전 직원 역사 교육…정용진 회장도 받나? [뉴스...",mbn.co.kr,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5201259,출연자> 김유진 아나운서 김종욱 전 민주연구원 부원장 김진욱 전 더불어민주당 대변인 정광재 전 국민의힘 대변인 조용술 국민의힘 대변인 #MBN #뉴스와이드 #김은미 #스타벅스 #역사교육 #영업종료 #조기종료 #정용진...
2026-06-22,스타벅스,기타 이슈,AI 창업 인재 30명 시애틀 집결…42경산 글로벌 도전 본격화,kyongbuk.co.kr,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4076238,"연수생들은 프로그램의 공동 주관사인 워싱턴기술산업협회(WTIA)의 체계적인 지원을 바탕으로 마이크로소프트, 아마존, 보잉, 스타벅스, 익스피디아 등 글로벌 빅테크 기업을 잇달아 방문한다. 이와 함께 보이저..."
2026-06-22,스타벅스,기타 이슈,"역사 교육 위해 오후 3시 일제히 걸어 닫은 스벅… ""영업 단축 죄송합니...",hankookilbo.com,https://www.hankookilbo.com/news/article/A2026062216530001966?did=NA,"""15분 전부터 영업 마감 알려야 해요."" 22일 오후 2시 40분쯤 서울 중구의 한 스타벅스 매장 직원(파트너)이... 앞서 오후 2시부터는 사이렌 오더 주문과 딜리버리(배달) 서비스를 마감했고, 스타벅스 앱에는 영업 마감 안내..."
2026-06-22,스타벅스,기타 이슈,"""전 직원 역사교육? 바뀌겠나..."" 영업 조기 종료 스타벅스에 발길 돌리...",joongboo.com,https://www.joongboo.com/news/articleView.html?idxno=363729428,스타벅스코리아가 전국 매장 조기 영업종료 후 임직원 대상 역사인식ㆍ사회적 감수성 교육을 진행한다고 밝힌 22일 오전 수원시내 한 스타벅스 매장에 영업시간 변경 안내문이 붙어 있다. 노민규기자 22일 오후 3시께...
2026-06-22,스타벅스,혜택/프로모션/이벤트,"커피 쿠폰 3장 챙겼다가 절도범 몰린 의사, 무죄 선고",donga.com,https://www.donga.com/news/Society/article/all/20260622/134159860/2,"당시 주사제 생산 업체는 주사제 포장지 안에 스타벅스 커피를 교환할 수 있는 쿠폰을 넣어 시술받은 환자에게 제공하는 정품 인증 이벤트를 진행 중이었다. 피고인의 모친은 이벤트 내용을 모르고, 피고인이 근무하던..."
2026-06-22,스타벅스,기타 이슈,[포토뉴스] 개점이래 첫 조기 영업 마감한 스타벅스코리아,kwnews.co.kr,https://www.kwnews.co.kr/page/view/2026062250129700000,스타벅스코리아가 전체 임직원을 대상으로 역사인식과 사회적 감수성을 공감하기 위한 교육을 실시한 22일 도내 한 스타벅스 매장에 영업 마감 안내문이 놓여있다. 스타벅스코리아가 영업을 조기 종료하는 것은 지난...
