일자,브랜드,유형,제목,언론사,링크,요약
2026-06-11,컴포즈커피,기타 이슈,10만개 넘은 커피전문점…저가커피 해외 공략 속도,yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/AKR202606110831042wF,"컴포즈커피는 하반기 필리핀 마닐라 진출을 준비 중이며 대만 매장도 추가로 확대할 계획입니다. 빽다방은 일본 1호점 개점을 추진하는 한편 중국과 대만, 미국 시장 진출 가능성도 검토하고 있습니다. 더벤티는 올해..."
2026-06-11,컴포즈커피,기타 이슈,"""국내 10만개 포화""…저가 커피, 동남아 넘어 미국·일본 진출",yna.co.kr,https://www.yna.co.kr/view/AKR20260610153000030?input=1195m,"메가커피, 하반기 캄보디아에 5개 매장…컴포즈커피는 필리핀 진출 빽다방, 중국·대만 이어 미국도 검토…더벤티는 라스베이거스 1호점 국내 저가 커피 프랜차이즈 업계가 포화 상태에 이른 내수 시장을 넘어 해외 사업..."
2026-06-11,할리스,신제품 출시,"""러닝족 잡아라""... 할리스, '슬릿캡 실리콘 텀블러' 선봬",thefirstmedia.net,http://www.thefirstmedia.net/news/articleView.html?idxno=201086,사진=할리스 러닝과 등산 등 아웃도어 활동을 즐기는 인구가 늘면서 휴대성과 기능성을 강화한 텀블러... 할리스는 지난해 완판을 기록한 '롤업 실리콘 텀블러'의 후속 제품으로 '슬릿캡 실리콘 텀블러'를 출시했다고 11일...
2026-06-11,할리스,신제품 출시,기내식 장어덮밥의 필수요건은? 흑백요리사도 부른 기내식 품평회 가보...,chosun.com,https://www.chosun.com/economy/industry-company/2026/06/11/LTHOHCZGIBF7POU3JST3U4AVEE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,지난 4월부터 할리스 아메리카노와 바닐라 딜라이트를 판매해 월 1만1000잔 이상 팔고 있다. 대한항공도 지난해 3월 신규 CI(기업이미지) 공개와 함께 15년 만에 신규 기내식을 선보였다. 서울 한남동 파인다이닝 레스토랑...
2026-06-11,할리스,신제품 출시,"할리스, 완판 텀블러 업그레이드한 '슬릿캡 실리콘 텀블러' 출시",news.bbsi.co.kr,https://news.bbsi.co.kr/news/articleView.html?idxno=4088590,라이프스타일 브랜드 할리스가 지난해 완판을 기록한 '롤업 실리콘 텀블러'의 업그레이드 버전인 '슬릿캡 실리콘 텀블러'를 선보인다고 오늘 밝혔습니다. 이번 신제품은 탈부착이 가능한 '슬릿캡'을 더해 러닝이나...
2026-06-11,할리스,신제품 출시,"할리스, 슬릿캡 적용 실리콘 텀블러 선보여…휴대성과 음용 편의성 강화",lawissue.co.kr,http://www.lawissue.co.kr/view.php?ud=202606110946504714204ead0791_12,"할리스가 실리콘 소재 텀블러 신제품인 ‘슬릿캡 실리콘 텀블러’를 출시했다고 11일 밝혔다. 이번 제품은 지난해 선보인 롤업 실리콘 텀블러의 후속 모델로, 음용 편의성을 높이기 위해 슬릿캡을 적용한 것이..."
2026-06-11,할리스,신제품 출시,"할리스, 신제품 '슬릿캡 실리콘 텀블러' 출시",beyondpost.co.kr,http://www.beyondpost.co.kr/view.php?ud=20260611082535915946a9e4dd7f_30,"라이프스타일 브랜드 할리스가 지난해 완판을 기록한 '롤업 실리콘 텀블러'의 후속 제품인 '슬릿캡 실리콘... 할리스 관계자는 ""야외 활동은 물론 일상에서도 활용할 수 있도록 제품을 기획했다""며 ""휴대성과 기능성을..."
2026-06-11,테라로사,기타 이슈,"[위클리오늘] 강원도립대 바리스타제과제빵과, 채용연계 주문식 교육과...",weeklytoday.com,http://www.weeklytoday.com/news/articleView.html?idxno=779517,"이어 국내 대표 스페셜티 커피 브랜드인 테라로사 양평점을 방문해 브랜드 운영 전략과 고객 경험 중심의 공간 구성, 로컬 콘텐츠 활용 사례 등을 견학하며 카페산업의 미래 발전 방향을 모색했다. 한편 강원도립대학교..."
2026-06-11,테라로사,굿즈/MD,"공진원, 국내 기업 5개사와 MOU...전통문화상품 개발 협력",forbeskorea.co.kr,https://www.forbeskorea.co.kr/news/articleView.html?idxno=402155,"지난해 LG생활건강, 테라로사, 크래프톤 등 3개 기업과 함께 사업을 추진한 데 이어 올해는 5개사로 협업 규모가 확대됐다. 협업 분야 또한 유통, 식품, 게임, 엔터테인먼트 등으로 다변화했다. 동 사업은 참여 기업이 브랜드..."
2026-06-11,테라로사,굿즈/MD,"공진원, 국내 5개 기업과 ‘기업연계 전통문화상품 개발’ 협약 체결",sentv.co.kr,https://www.sentv.co.kr/article/view/sentv202606110067,"지난해 3개 사(LG생활건강, 테라로사, 크래프톤)가 참여했던 것에 이어, 올해는 총 5개 사로 규모를 키우고 유통, 식품, 게임, 엔터테인먼트 등 협업 분야도 다변화했다. 올해 참여 기업들은 각 브랜드 특성과 소비자 접점에..."
2026-06-11,테라로사,굿즈/MD,"공진원, 국내 기업 5개사와 전통문화상품 개발 추진",newspim.com,https://www.newspim.com/news/view/20260611000753,"공진원은 지난해 LG생활건강, 테라로사, 크래프톤 등 3개 기업과 사업을 진행한 데 이어 올해는 참여 기업을 5개사로 확대했다. 협업 분야도 유통, 식품, 게임, 엔터테인먼트 등으로 넓어졌다. 기업별 협업 내용도 공개됐다...."
2026-06-11,테라로사,굿즈/MD,아일릿 굿즈부터 배틀그라운드 메뉴까지…전통문화의 변신,view.asiae.co.kr,https://view.asiae.co.kr/article/2026061112474615054,"공진원은 지난해 LG생활건강, 테라로사, 크래프톤 등 3개 기업과 사업을 진행했다. 올해는 참여 기업을 5곳으로 늘리고 협업 분야도 유통, 식품, 게임, 엔터테인먼트로 확대했다. 참여 기업이 브랜드 정체성을 반영한 협업..."
2026-06-11,테라로사,굿즈/MD,"공진원, 신세계·웅진식품·카카오게임즈 등 5개 사와 전통문화상품 개...",isplus.com,https://isplus.com/article/view/isp202606110091,"공진원은 지난해 LG생활건강, 테라로사, 크래프톤 등 3개 기업과 함께 해당 사업을 진행했다. 올해는 참여 기업이 5개 사로 확대됐으며, 협업 분야도 유통, 식품, 게임, 엔터테인먼트 등으로 다양해졌다. 사업은 참여 기업이..."
2026-06-11,테라로사,굿즈/MD,"공진원, 신세계·하이브 등 5개 기업과 전통문화 상품 개발 추진",magazine.hankyung.com,https://magazine.hankyung.com/money/article/202606110499c,"공진원은 지난해 LG생활건강, 테라로사, 크래프톤 등 3개 기업과 협업을 진행한 데 이어 올해는 참여 기업을 5개사로 확대했다. 협업 분야도 유통, 식품, 게임, 엔터테인먼트 등으로 넓어졌다. 사업은 참여 기업이 브랜드..."
2026-06-10,컴포즈커피,신제품 출시,"컴포즈커피, 컵빙 판매 증가…오프라인 행사 이후 할인 운영",lawissue.co.kr,http://www.lawissue.co.kr/view.php?ud=202606101835292806204ead0791_12,컴포즈커피가 여름 시즌 메뉴 판매 증가와 함께 오프라인 행사를 진행했다고 10일 밝혔다. 여름 신메뉴와 빙수 제품 판매량은 전년 대비 2배 이상 증가한 것으로 집계됐다. 해당 흐름에 맞춰 9일 성수코리아IT점에서 컵빙...
2026-06-10,컴포즈커피,신제품 출시,"유통업계, '무더위' 맞설 다양한 '아이템' 선봬",bizwnews.com,http://www.bizwnews.com/news/articleView.html?idxno=138383,커피 프랜차이즈 컴포즈커피는 지난 9일 개그맨 김원훈과 함께 '연유 수박 팥빙 무료 증정 행사'를 성황리에 마쳤다고 밝혔다. 이른 더위에 여름 신메뉴 및 빙수류 판매량이 늘면서 마련된 행사로 김원훈은 이날 오전...
2026-06-10,컴포즈커피,신제품 출시,"[유통단신] BBQ, AI 황올세트·시구세트 한정 출시 外 팀홀튼·컴포즈커...",getnews.co.kr,https://www.getnews.co.kr/news/articleView.html?idxno=872084,◆커피 프랜차이즈 컴포즈커피가 지난 9일 개그맨 김원훈과 '연유 수박 팥빙 무료 증정 행사'를 진행했다. 컴포즈커피는 여름 신메뉴 및 빙수류 판매량이 전년 대비 2배 이상 증가한 데 보답하고자 성수코리아IT점에서...
2026-06-10,컴포즈커피,혜택/프로모션/이벤트,컵빙수 열풍 올라탄 컴포즈커피... 판매량 2배 늘자 고객 이벤트 확대,thefirstmedia.net,http://www.thefirstmedia.net/news/articleView.html?idxno=200963,사진=컴포즈커피 최근 외식업계에서는 1인 디저트 수요 확대와 가성비 소비 트렌드가 맞물리며 컵빙수 경쟁이 한층 치열해지고 있다. 혼자서도 부담 없이 즐길 수 있는 간편한 형태와 상대적으로 낮은 가격대가 강점으로...
2026-06-10,컴포즈커피,혜택/프로모션/이벤트,"컴포즈커피, 개그맨 김원훈과 '연유 수박 팥빙' 무료 증정 행사 성료",businesskorea.co.kr,https://www.businesskorea.co.kr/news/articleView.html?idxno=271026,컴포즈커피가 소비자 접점을 확대하며 여름 성수기 시장 공략에 속도를 내고 있다. 컴포즈커피는 지난 9일 서울 성수코리아IT점에서 개그맨 김원훈과 함께 진행한 '연유 수박 팥빙 무료 증정 행사'를 성황리에 마쳤다고...
2026-06-10,컴포즈커피,신제품 출시,"컴포즈커피, 여름 신메뉴 등 전년비 판매량 ‘껑충’…김원훈과 함께한...",betanews.net,https://www.betanews.net/article/view/beta202606100109,국내 대표 커피 프랜차이즈 컴포즈커피가 지난 9일 개그맨 김원훈과 함께 진행한 ‘연유 수박 팥빙 무료 증정 행사’를 성황리에 마쳤다고 10일 밝혔다. 최근 컴포즈커피의 여름 신메뉴 및 빙수류 판매량이 전년 대비 2배...
2026-06-10,컴포즈커피,신제품 출시,"""혼자 먹기 딱이네"" 부담 없이 즐기는 1인용 컵빙수 선택지 다양",newsis.com,https://www.newsis.com/view/NISX20260610_0003663947,컴포즈커피는 여름 신메뉴 및 빙수류 판매량이 전년 대비 2배 이상 증가하자 전날 서울 성수동에서 '연유 수박 팥빙 무료 증정' 행사를 진행했다. 컴포즈커피는 컵빙수 메뉴로 '연유 수박 팥빙'과 '인절미 컵빙'을 판매...
2026-06-10,컴포즈커피,혜택/프로모션/이벤트,"[FC 브리핑] 컴포즈커피, 노랑통닭, 배민아카데미",shinailbo.co.kr,https://www.shinailbo.co.kr/news/articleView.html?idxno=5029019,"<편집자 주> ◇  컴포즈커피, 9일 성수점서 김원훈 참여 컵빙 증정 행사 컴포즈커피는 지난 9일 서울 성동구 성수코리아IT점에서 개그맨 김원훈이 참여하는 '연유 수박 팥빙 무료 증정 행사'를 진행했다고 밝혔다. 연유..."
